
9:57:01 am Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:54:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:55:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:55:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:55:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:56:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:56:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:56:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:57:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:57:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:57:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:58:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:58:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:58:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
3:59:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
3:59:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
3:59:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:00:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:00:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:00:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:01:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:01:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:01:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:02:05 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:02:05 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:02:05 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:03:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:03:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:03:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:04:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:04:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:04:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:05:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:05:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:05:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:06:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:06:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:06:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:07:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:07:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:07:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:08:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:08:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:08:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:09:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:09:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:09:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:10:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:10:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:10:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:11:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:11:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:11:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:12:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:12:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:12:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:13:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:13:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:13:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:14:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:14:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:14:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:15:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:15:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:15:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:16:02 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:16:02 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:16:02 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:17:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:17:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:17:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:18:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:18:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:18:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:19:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:19:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:19:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:20:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:20:00 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:20:00 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:21:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
4:21:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : syncReceipt
4:21:01 pm Platform : API, Module : Auto Sync, Error : TypeError: Cannot read properties of undefined (reading 'data'), Functionality : ❌ Sync failed
4:22:01 pm Platform : API, Module : Receipt, Error : TypeError: Cannot read properties of undefined (reading 'map'), Functionality : syncReceipt
